threads,memory,Type,Time,Language,speedup
400,33396,real,2.4,c,2.26296296296296
400,33336,real,2.5,c,2.17244444444444
400,33332,real,2.49,c,2.18116912092816
400,33392,real,2.45,c,2.21678004535147
400,33400,real,2.45,c,2.21678004535147
400,33336,real,2.47,c,2.19883040935673
400,33336,real,2.44,c,2.22586520947177
400,33336,real,2.47,c,2.19883040935673
500,33800,real,2.42,c,2.24426078971534
500,33800,real,2.43,c,2.2350251486054
500,33740,real,2.43,c,2.2350251486054
500,33804,real,2.45,c,2.21678004535147
500,33800,real,2.44,c,2.22586520947177
500,33740,real,2.39,c,2.27243142724314
500,33740,real,2.47,c,2.19883040935673
500,33804,real,2.42,c,2.24426078971534
500,33740,real,2.47,c,2.19883040935673
1,33260,real,8.38,c_openmp,1.03473879607531
1,33248,real,8.31,c_openmp,1.04345500735392
1,33184,real,8.92,c_openmp,0.972097658196313
1,33184,real,8.61,c_openmp,1.00709769002452
1,33236,real,8.9,c_openmp,0.974282147315855
1,33240,real,8.39,c_openmp,1.0335054959608
1,33236,real,8.89,c_openmp,0.975378077740282
1,33184,real,8.82,c_openmp,0.983119173595364
1,33244,real,8.82,c_openmp,0.983119173595364
2,33256,real,5.89,c_openmp,1.47217506130919
2,33260,real,5.44,c_openmp,1.59395424836601
2,33224,real,5.25,c_openmp,1.65164021164021
2,33256,real,5.39,c_openmp,1.60874046588332
2,33252,real,5.17,c_openmp,1.67719750698474
2,33248,real,5.81,c_openmp,1.49244597437369
2,33224,real,5.61,c_openmp,1.54565260447613
2,33272,real,5.59,c_openmp,1.55118266746174
2,33256,real,5.81,c_openmp,1.49244597437369
4,33248,real,5.03,c_openmp,1.72387894853104
4,33272,real,4.79,c_openmp,1.81025284156808
4,33212,real,5.02,c_openmp,1.72731297034086
4,33272,real,4.97,c_openmp,1.74469036440867
4,33260,real,4.99,c_openmp,1.73769761745714
4,33284,real,4.82,c_openmp,1.7989857076994
4,33260,real,4.78,c_openmp,1.814039981404
4,33276,real,5.2,c_openmp,1.66752136752137
4,33204,real,4.85,c_openmp,1.78785796105384
5,33280,real,5.31,c_openmp,1.63297761037874
5,33204,real,4.94,c_openmp,1.75528565002249
5,33256,real,4.83,c_openmp,1.79526109960893
5,33256,real,4.86,c_openmp,1.78417924096936
5,33252,real,4.7,c_openmp,1.84491725768322
5,33204,real,4.67,c_openmp,1.85676897454199
5,33264,real,4.64,c_openmp,1.86877394636015
5,33284,real,4.7,c_openmp,1.84491725768322
5,33296,real,4.88,c_openmp,1.77686703096539
8,33320,real,4.68,c_openmp,1.85280151946819
8,33276,real,4.56,c_openmp,1.90155945419103
8,33260,real,4.68,c_openmp,1.85280151946819
8,33316,real,4.72,c_openmp,1.83709981167608
8,33272,real,4.51,c_openmp,1.92264104459226
8,33276,real,4.71,c_openmp,1.84100023590469
8,33284,real,4.72,c_openmp,1.83709981167608
8,33300,real,4.63,c_openmp,1.87281017518599
8,33304,real,4.7,c_openmp,1.84491725768322
10,33328,real,4.57,c_openmp,1.89739849258449
10,33328,real,4.66,c_openmp,1.86075345731998
10,33372,real,4.53,c_openmp,1.91415256315919
10,33280,real,4.5,c_openmp,1.92691358024691
10,33264,real,4.72,c_openmp,1.83709981167608
10,33340,real,4.74,c_openmp,1.82934833567745
10,33332,real,4.68,c_openmp,1.85280151946819
10,33296,real,4.52,c_openmp,1.91838741396264
10,33260,real,4.69,c_openmp,1.84885098317934
16,33340,real,3.41,c_openmp,2.54284783317041
16,33376,real,3.5,c_openmp,2.47746031746032
16,33324,real,3.54,c_openmp,2.44946641556811
16,33372,real,3.67,c_openmp,2.36270057523464
16,33308,real,3.52,c_openmp,2.46338383838384
16,33364,real,3.56,c_openmp,2.43570536828964
16,33328,real,3.62,c_openmp,2.39533456108042
16,33312,real,3.42,c_openmp,2.53541260558804
16,33324,real,3.48,c_openmp,2.49169859514687
20,33400,real,2.92,c_openmp,2.96955859969559
20,33376,real,2.77,c_openmp,3.13036502206177
20,33380,real,3,c_openmp,2.89037037037037
20,33348,real,3.04,c_openmp,2.85233918128655
20,33408,real,3.04,c_openmp,2.85233918128655
20,33408,real,2.9,c_openmp,2.99003831417625
20,33412,real,2.94,c_openmp,2.94935752078609
20,33420,real,3.09,c_openmp,2.8061848256023
20,33420,real,2.88,c_openmp,3.0108024691358
25,33384,real,2.99,c_openmp,2.90003716090673
25,33448,real,2.98,c_openmp,2.90976882923192
25,33388,real,2.98,c_openmp,2.90976882923192
25,33424,real,2.9,c_openmp,2.99003831417625
25,33444,real,3.11,c_openmp,2.78813862093605
25,33456,real,2.97,c_openmp,2.91956603067714
25,33368,real,3.14,c_openmp,2.76150035385704
25,33420,real,3.1,c_openmp,2.79713261648746
25,33456,real,2.99,c_openmp,2.90003716090673
32,33560,real,2.8,c_openmp,3.0968253968254
32,33472,real,2.74,c_openmp,3.16463909164639
32,33432,real,2.86,c_openmp,3.03185703185703
32,33504,real,2.69,c_openmp,3.22346137959521
32,33524,real,2.74,c_openmp,3.16463909164639
32,33444,real,2.73,c_openmp,3.17623117623118
32,33460,real,2.75,c_openmp,3.15313131313131
32,33508,real,2.67,c_openmp,3.24760715771952
32,33516,real,2.75,c_openmp,3.15313131313131
40,33504,real,2.21,c_openmp,3.92357968828557
40,33592,real,2.36,c_openmp,3.67419962335217
40,33512,real,2.2,c_openmp,3.94141414141414
40,33532,real,2.26,c_openmp,3.83677482792527
40,33544,real,2.39,c_openmp,3.628079962808
40,33584,real,2.25,c_openmp,3.85382716049383
40,33592,real,2.34,c_openmp,3.70560303893637
40,33552,real,2.17,c_openmp,3.99590373783922
40,33500,real,2.27,c_openmp,3.8198727361723
50,33600,real,1.89,c_openmp,4.58788947677837
50,33664,real,1.92,c_openmp,4.5162037037037
50,33640,real,1.79,c_openmp,4.84419615145872
50,33680,real,1.78,c_openmp,4.87141073657928
50,33596,real,1.88,c_openmp,4.61229314420804
50,33628,real,1.84,c_openmp,4.71256038647343
50,33588,real,1.83,c_openmp,4.73831208257438
50,33632,real,1.87,c_openmp,4.6369578134284
50,33584,real,1.9,c_openmp,4.56374269005848
80,33916,real,1.46,c_openmp,5.93911719939117
80,33868,real,1.42,c_openmp,6.10641627543036
80,33916,real,1.54,c_openmp,5.63059163059163
80,33912,real,1.51,c_openmp,5.74245768947756
80,33872,real,1.48,c_openmp,5.85885885885886
80,33888,real,1.52,c_openmp,5.7046783625731
80,33852,real,1.43,c_openmp,6.06371406371406
80,33856,real,1.49,c_openmp,5.81953765846383
80,33916,real,1.47,c_openmp,5.89871504157218
100,34092,real,1.31,c_openmp,6.61916878710772
100,34036,real,1.27,c_openmp,6.82764654418198
100,34040,real,1.3,c_openmp,6.67008547008547
100,34132,real,1.25,c_openmp,6.93688888888889
100,34064,real,1.27,c_openmp,6.82764654418198
100,34040,real,1.26,c_openmp,6.88183421516755
100,34060,real,1.26,c_openmp,6.88183421516755
100,34064,real,1.25,c_openmp,6.93688888888889
100,34064,real,1.28,c_openmp,6.77430555555556
125,34292,real,1.05,c_openmp,8.25820105820106
125,34352,real,1.05,c_openmp,8.25820105820106
125,34352,real,1.16,c_openmp,7.47509578544061
125,34288,real,1.1,c_openmp,7.88282828282828
125,34224,real,1.08,c_openmp,8.02880658436214
125,34308,real,1.06,c_openmp,8.18029350104822
125,34356,real,1.1,c_openmp,7.88282828282828
125,34304,real,1.02,c_openmp,8.50108932461874
125,34224,real,1.03,c_openmp,8.4185544768069
200,34884,real,0.71,c_openmp,12.2128325508607
200,34952,real,0.69,c_openmp,12.5668276972625
200,34900,real,0.7,c_openmp,12.3873015873016
200,34948,real,0.68,c_openmp,12.7516339869281
200,34880,real,0.72,c_openmp,12.0432098765432
200,34896,real,0.75,c_openmp,11.5614814814815
200,34876,real,0.66,c_openmp,13.1380471380471
200,34932,real,0.67,c_openmp,12.9419568822554
200,34952,real,0.68,c_openmp,12.7516339869281
250,35312,real,0.61,c_openmp,14.2149362477231
250,35336,real,0.6,c_openmp,14.4518518518519
250,35368,real,0.57,c_openmp,15.2124756335283
250,35320,real,0.58,c_openmp,14.9501915708812
250,35336,real,0.57,c_openmp,15.2124756335283
250,35360,real,0.58,c_openmp,14.9501915708812
250,35304,real,0.62,c_openmp,13.9856630824373
250,35416,real,0.57,c_openmp,15.2124756335283
250,35304,real,0.58,c_openmp,14.9501915708812
400,36580,real,0.45,c_openmp,19.2691358024691
400,36592,real,0.46,c_openmp,18.8502415458937
400,36652,real,0.59,c_openmp,14.6967984934087
400,36656,real,0.51,c_openmp,17.0021786492375
400,36632,real,0.46,c_openmp,18.8502415458937
400,36612,real,0.42,c_openmp,20.6455026455026
400,36660,real,0.43,c_openmp,20.1653746770026
400,36580,real,0.49,c_openmp,17.6961451247166
400,36620,real,0.43,c_openmp,20.1653746770026
500,37464,real,0.5,c_openmp,17.3422222222222
500,37488,real,0.52,c_openmp,16.6752136752137
500,37488,real,0.46,c_openmp,18.8502415458937
500,37476,real,0.56,c_openmp,15.484126984127
500,37496,real,0.45,c_openmp,19.2691358024691
500,37488,real,0.57,c_openmp,15.2124756335283
500,37488,real,0.54,c_openmp,16.0576131687243
500,37544,real,0.48,c_openmp,18.0648148148148
500,37460,real,0.53,c_openmp,16.3605870020964
1,113564,real,16.63,go,1.00187078238792
1,113580,real,16.65,go,1.00066733400067
1,113592,real,16.48,go,1.01098975188781
1,113576,real,16.6,go,1.00368139223561
1,113640,real,16.57,go,1.00549855830483
1,113572,real,16.76,go,0.994099708300186
1,113572,real,16.64,go,1.0012686965812
1,113576,real,16.6,go,1.00368139223561
1,113580,real,17.02,go,0.978913696305001
2,113576,real,16.41,go,1.01530232243212
2,113592,real,16.5,go,1.00976430976431
2,113580,real,16.45,go,1.0128335021952
2,113584,real,16.37,go,1.01778320776488
2,113576,real,16.61,go,1.00307712890494
2,113584,real,16.55,go,1.00671366230279
2,113588,real,16.45,go,1.0128335021952
2,113584,real,16.57,go,1.00549855830483
2,113576,real,16.5,go,1.00976430976431
4,113628,real,15.87,go,1.04984947139957
4,113620,real,15.61,go,1.06733575343441
4,113624,real,15.89,go,1.04852807495979
4,113624,real,15.65,go,1.06460773872914
4,113624,real,15.58,go,1.06939095706747
4,113628,real,15.85,go,1.05117420259376
4,113684,real,15.85,go,1.05117420259376
4,113620,real,15.69,go,1.06189363359535
4,113608,real,15.58,go,1.06939095706747
5,113644,real,15.29,go,1.089673715573
5,113632,real,15.19,go,1.09684734108697
5,113628,real,15.08,go,1.10484821691718
5,113636,real,15.2,go,1.09612573099415
5,113656,real,15.32,go,1.08753988975921
5,113640,real,15.19,go,1.09684734108697
5,113636,real,15.29,go,1.089673715573
5,113640,real,15.09,go,1.1041160444739
5,113636,real,15.07,go,1.10558136105581
8,113668,real,13.66,go,1.21970066699203
8,113668,real,13.85,go,1.20296831127156
8,113660,real,13.58,go,1.22688594338079
8,113668,real,13.76,go,1.21083656330749
8,113672,real,13.62,go,1.22328275411976
8,113740,real,13.4,go,1.24336650082919
8,113668,real,13.84,go,1.20383750802826
8,113660,real,13.96,go,1.19348933460681
8,113672,real,13.63,go,1.22238526127007
10,113684,real,12.73,go,1.30880684297809
10,113692,real,12.98,go,1.28359869885294
10,113688,real,12.9,go,1.29155900086133
10,113700,real,12.84,go,1.29759432329526
10,113704,real,12.7,go,1.31189851268591
10,113688,real,12.73,go,1.30880684297809
10,113696,real,12.84,go,1.29759432329526
10,113756,real,13.29,go,1.25365772092634
10,113712,real,12.79,go,1.30266701416037
16,113832,real,11.59,go,1.43754194228741
16,113828,real,11.5,go,1.4487922705314
16,113832,real,11.52,go,1.44627700617284
16,113828,real,11.81,go,1.410763006868
16,113820,real,11.49,go,1.45005318634561
16,113820,real,11.71,go,1.42281051333144
16,113832,real,11.58,go,1.43878334292842
16,113824,real,11.45,go,1.45511887433285
16,113824,real,11.46,go,1.45384913709521
20,113884,real,11.12,go,1.49830135891287
20,113884,real,10.94,go,1.52295348364818
20,113868,real,11.17,go,1.49159454889088
20,113884,real,11.02,go,1.51189755999193
20,113872,real,11.12,go,1.49830135891287
20,113880,real,11.14,go,1.49561141033313
20,113948,real,11.17,go,1.49159454889088
20,113860,real,11.09,go,1.50235447349965
20,113948,real,11.03,go,1.51052684597562
25,113908,real,10.8,go,1.54269547325103
25,113920,real,10.77,go,1.54699267512638
25,113924,real,10.8,go,1.54269547325103
25,113908,real,10.79,go,1.54412521882401
25,113928,real,10.6,go,1.57180293501048
25,113904,real,10.74,go,1.55131388371612
25,113932,real,10.75,go,1.54987080103359
25,113920,real,10.77,go,1.54699267512638
25,113928,real,10.77,go,1.54699267512638
32,114020,real,10.44,go,1.59589186888037
32,114004,real,10.4,go,1.60202991452991
32,114008,real,10.44,go,1.59589186888037
32,114016,real,10.52,go,1.58375580904098
32,114020,real,10.46,go,1.59284045039303
32,114096,real,10.31,go,1.61601465675181
32,114084,real,10.44,go,1.59589186888037
32,114016,real,10.29,go,1.61915559874744
32,114012,real,10.32,go,1.61444875107666
40,114196,real,10.27,go,1.62230877420751
40,114116,real,10.28,go,1.62073065283182
40,114124,real,10.14,go,1.64310760464607
40,114124,real,10.28,go,1.62073065283182
40,114136,real,10.13,go,1.64472962597346
40,114188,real,10.26,go,1.62388997184319
40,114120,real,10.09,go,1.65124986234996
40,114108,real,10.1,go,1.64961496149615
40,114192,real,10.31,go,1.61601465675181
50,114240,real,10.12,go,1.64635485287659
50,114236,real,10.02,go,1.66278554003105
50,114244,real,10.23,go,1.62865211252308
50,114236,real,10.09,go,1.65124986234996
50,114248,real,10.08,go,1.65288800705467
